companyId,companyName,addressAdminUnitL2,addressPostName,addressThoroughfare,addressLocatorDesignator,permissionNum,permissionIssued,permissionValid,companyGroup,permissionStatusNum,permissionStatusIssued,source_file,validity_type,permissionValidDate,is_expired
33143011,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ПРОДОВОЛЬЧА КОМПАНІЯ ""ПОДІЛЛЯ""",Вінницька,Городківка,Благовіщенська,103Б,UA05100050010082768-1,2021-10-21,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
3731276,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО  ""ЛАН-П""",Вінницька,Дзюньків,Кооперативна,"7Б,7Б/5,7Б/10,7Б/12,7Б/22-26,7Б/28,7Б/32,7Б/19",523481801-4/1,2021-10-22,2026-11-15,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2026-11-15,False
36187931,"ТОВ ""ГОНАДРАРЕСУРС""",Вінницька,Озаринці,4 км на захід від села,,UA05080050100080785-1,2021-10-22,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
2785512350,ФОП БОРЩЕНКО ВОЛОДИМИР МИКОЛАЙОВИЧ,Вінницька,Шендерівка,Кармелюкак,44/Б,UA05080090250055857-1,2021-10-22,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
1878110876,ФОП ГОРОДИНСЬКИЙ ПЕТРО СТАНІСЛАВОВИЧ,Вінницька,Мазурівка,Незалежності,51Д,UA05080090190027603-1,2021-10-22,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35054264,"ПП ""ТРАСТ-В""",Вінницька,Онитківці,Східна околиця,,UA05020270200091140-1,2021-10-26,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20092613,ТУРБІВСЬКИЙ КОМБІНАТ КОМУНАЛЬНИХ ПІДПРИЄМСТВ ТУРБІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Вінницька,Турбів,І. Франка,50,UA05020290010087426-4,2021-10-26,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20092613,ТУРБІВСЬКИЙ КОМБІНАТ КОМУНАЛЬНИХ ПІДПРИЄМСТВ ТУРБІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Вінницька,Турбів,Миру,141А,UA05020290010087426-3,2021-10-26,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20092613,ТУРБІВСЬКИЙ КОМБІНАТ КОМУНАЛЬНИХ ПІДПРИЄМСТВ ТУРБІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Вінницька,Турбів,Незалежності,69,UA05020290010087426-5,2021-10-27,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
31105545,"ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ЛАН""",Вінницька,Теплик,Микитенка,,523755100-51/1,2021-10-29,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
31105545,"ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ЛАН""",Вінницька,Теплик,Мічуріна,ЗА МЕЖАМИ НАСЕЛЕНОГО ПУНКТУ,523755100-52/1,2021-10-29,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
24898170,"ТОВ ""ВИРОБНИЧО-КОМЕРЦIЙНА ФIРМА ""СЕНС ЛТД""",Вінницька,Вінниця,Сабарівське шосе,7,UA05020030010063857-33,2021-11-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
41001367,"ТОВ ""ВІКНКОР СВ""",Вінницька,Турбів,,,UA05020290010087426-6,2021-11-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
39794607,"ФГ ""АГРОУСПІХ В""",Вінницька,Виноградне,Шевченка,49,UA05080070090063390-1,2021-11-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20092613,ТУРБІВСЬКИЙ КОМБІНАТ КОМУНАЛЬНИХ ПІДПРИЄМСТВ ТУРБІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Вінницька,Турбів,За межами с. Сиваківці,69,UA05020290170089152-1,2021-11-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35737530,"ТОВ ""ТЕПЛИК-АГРО""",Вінницька,Комарівка,Зе межами села,,523783001-1/1,2021-11-05,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
31905775,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""НІКА-Д""",Вінницька,Махнівка,Березівка,33,UA05120110010064789-1,2021-11-05,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
37618449,"ТОВ ""ЄВРО-2012""",Вінницька,Медвеже Вушко,Калинова,131,UA05020010050096830-1,2021-11-09,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
42085563,"ТОВ ""СТАТУС ЛАЙФ""",Вінницька,Зарванці,Рибацька,2Б,UA05020310030075295-4,2021-11-10,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35737530,"ТОВ ""ТЕПЛИК-АГРО""",Вінницька,Василівка,,,UA05040230040071204-1,2021-11-10,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35737530,"ТОВ ""ТЕПЛИК-АГРО""",Вінницька,Теплик,За межами с. Завадівка,,UA05040210050056117-1,2021-11-10,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
4325940,КРИЖОПІЛЬСЬКА СЕЛИЩНА РАДА,Вінницька,Крижопіль,Героїв України,"61,68",521955100-52/1,2021-11-10,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
33143011,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ПРОДОВОЛЬЧА КОМПАНІЯ ""ПОДІЛЛЯ""",Вінницька,Клембівка,Вишнева,1,525683201-4/1,2021-11-11,2025-11-06,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2025-11-06,True
33143011,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ПРОДОВОЛЬЧА КОМПАНІЯ ""ПОДІЛЛЯ""",Вінницька,Дзигівка,,,525682201-3/1,2021-11-11,2025-11-12,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2025-11-12,True
414316,"ПАТ ""САД УКРАЇНИ""",Вінницька,Дмитрашківка,Садова,1,UA05100090040044539-1,2021-11-12,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
36336063,"ТОВ ""ТАСМАН""",Вінницька,Бар,Залізнична,5,UA05060010650011955-2,2021-11-12,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
34630809,"ТОВ ""ДТС-ХАРКІВ""",Вінницька,Вінниця,600 річчя,17Е,UA05020030010063857-34,2021-11-15,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32285225,"ПП ""УКРПАЛЕТСИСТЕМ""",Вінницька,Вінниця,Генерала Арабея,3А,510136600-415/1,2021-11-15,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35878908,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІННИЦЬКА ПТАХОФАБРИКА"" ФІЛІЯ ""ПТАХОКОМПЛЕКС"" ІНКУБАТОРН СТАНЦІЯ",Вінницька,Землі Ладижинської м/ради за межами міста,,,510600000-42/2,2021-11-16,2027-06-29,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2027-06-29,False
30006132,"ТОВ ""АГРОКОМПЛЕКС""",Вінницька,Тиврів,Тиверська,79,UA05020270010097237-2,2021-11-16,2031-11-16,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-16,False
32547211,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗЕРНОПРОДУКТ МХП"" ",Вінницька,Гордіївка,За межами населеного пункту Гордіївка,,UA05040250050071732-1,2021-11-17,2031-11-17,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-17,False
35737530,"ТОВ ""ТЕПЛИК-АГРО""",Вінницька,Теплицька селищна територіальна громада,За межами с. Сокиряни,,523786901-2/1,2021-11-17,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32320552,"ТОВ ""ЕКО-СФЕРА""",Вінницька,Калинівка,Незалежності,67Д,UA05120070010068103-4,2021-11-17,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35737530,"ТОВ ""ТЕПЛИК-АГРО""",Вінницька,За межами села Велика Мочулка,За межами села,,UA05040210040084695-1,2021-11-17,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20122395,"ТОВ ""ОККО-ДРАЙВ""",Вінницька,Бершадь,Покровського,227,UA05040010010024726-4,2021-11-18,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20027449,"ТОВ ""АДМ ЮКРЕЙН""",Вінницька,Хмільник,В. Порика,26,UA05120170010081140-4,2021-11-18,2031-11-18,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-18,False
37337217,"ТОВ ""ГРАНМАЙСТЕР""",Вінницька,Рахни Польові,У. Кармелюка,63,UA05020270220093640-1,2021-11-19,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35737530,"ТОВ ""ТЕПЛИК-АГРО""",Вінницька,Завадівка,Спортивна,1,523781801-1/1,2021-11-19,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35737530,"ТОВ  ""ТЕПЛИК АГРО""",Вінницька,Мишарівка,,,523783902-1/1,2021-11-19,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
3733677,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВ ""ЛАН""",Вінницька,Маньківка,Молодіжна,1,520483003-4/1,2021-11-19,2026-10-13,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2026-10-13,False
44110528,"ТОВ ""ВІЛАРА""",Вінницька,Жмеринка,Птахіна,11А,UA05060050010030599-3/1,2021-11-19,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
13307734,"МАЛЕ ПРИВАТНЕ ПІДПРИЄМСТВО ВИРОБНИЧА ФІРМА ""ПАНДА""",Вінницька,Вінниця,Сергія Зулінського,46Б,520655900-32/1,2021-11-19,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20122395,"ТОВ ""ОККО-ДРАЙВ""",Вінницька,Вінниця,600 річчя,5,UA05020030010063857-35,2021-11-22,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
39029969,"ДП ""БЕРШАДСЬКИЙ РАЙАГРОЛІС"" ВІННИЦЬКОГО ОБЛАСНОГО КОМУНАЛЬНОГО СПЕЦІАЛІЗОВАНОГО ЛІСОГОСПОДАРСЬКОГО ПІДПРИЄМСТВА ""ВІНОБЛАГРОЛІС""",Вінницька,Бар,Бони Сфорци,14,UA05060010010059821-3,2021-11-24,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
34272291,"КП ""БЛАГОУСТРІЙ МІСТА КАЛИНІВКА""",Вінницька,Калинівка,Промислова,51,UA05120070010068103-5,2021-11-24,2031-11-21,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-21,False
34272291,"КП ""БЛАГОУСТРІЙ МІСТА КАЛИНІВКА""",Вінницька,За межами м. Калинівка,Кадастровий номер ділянки 0521610100:07:001:0023,51,UA05120070000075759-1,2021-11-24,2031-11-24,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-24,False
35599189,"ТОВ ""АГРОДАР-БАР""",Вінницька,Міжлісся,Лісова,2,520280613-3/2,2021-11-24,2027-03-03,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2027-03-03,False
34447274,"ТОВ ""ВІНСАЙТ""",Вінницька,Тростянець,Жовтнева,69Б,UA05020050180059043-1,2021-11-24,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
21729432,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЙВА""",Вінницька,Писарівка,Котовського,43Б,UA05020030070033947-2,2021-11-25,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
1874311939,ФОП РУДЕНКО ІВАН ГРИГОРОВИЧ,Вінницька,Війтівка,Перемоги,34,UA05040010050029685-1,2021-11-25,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
2539766,"ДЕРЖАВНИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""ГУЩИНЕЦЬКЕ ВИЩЕ ПРОФЕСІЙНЕ УЧИЛИЩЕ""",Вінницька,Калинівка,Вишнева,28,UA05120070010068103-6,2021-11-25,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32130182,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ГЛУХОВЕЦЬКИЙ ГІРНИЧО-ЗБАГАЧУВАЛЬНИЙ КАОЛІНОВИЙ КОМБІНАТ"" ",Вінницька,Глухівці,Заводська,1,UA05120010010016373-3,2021-11-25,2031-11-25,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-25,False
33126849,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВІННИЦЬКОЇ МІСЬКОЇ РАДИ ""ВІННИЦЯМІСЬКТЕПЛОЕНЕРГО""",Вінницька,Вінниця,К. Широцького,10,UA05020030010063857-37,2021-11-25,2031-11-25,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-25,False
33126849,"КП ""ВІННИЦЯМІСЬКТЕПЛОЕНЕРГО""",Вінницька,Вінниця,Ватутіна,137-Е,UA05020030010063857-36,2021-11-25,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
43084178,"ТОВ ""МЯСНИЙ МАЙСТЕР""",Вінницька,Жмеринка,Одеська,137,UA05060050010030599-4,2021-11-25,2031-11-25,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-11-25,False
42759541,"ТОВ ""ТАТ ОЙЛ""",Вінницька,Чечельник,Героїв майдану,57,UA05040270010051165-2,2021-11-26,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
37834815,"ТОВ ""КОМПАНІЯ ОРТУС""",Вінницька,За межами с. Дмитрашківка,Землі Піщанської територільної громади,,UA05100090040044539-2,2021-11-26,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
31380542,"ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ПОДІЛЛЯ-АГРО""",Вінницька,Бірків,Гагаріна,1А,522480801-3/1,2021-12-13,2026-10-13,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2026-10-13,False
3126849,"КП ВІННИЦЬКОЇ МІЬКОЇ РАДИ ""ВІННИЦЯМІСЬКТЕПЛОЕНЕРГО""",Вінницька,Вінниця,Наливайка,17,UA05020030010063857-38,2021-12-01,2031-12-01,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-01,False
39184446,"ТОВ ""УКРАЇНСЬКА ЕЛЕВАТОРНА КОМПАНІЯ"" ",Вінницька,Рахни-Лісові,Миру,440,525386901-10/1,2021-12-01,2025-01-17,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2025-01-17,True
2318401891,ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ПРИЛУЦЬКИЙ ВАЛЕРІЙ ЮРІЙОВИЧ,Вінницька,Лука-Мелешківська,Забуснянська,3А,520682803-32/2,2021-12-02,2025-10-16,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2025-10-16,True
37503582,"ТОВ ""КАЛИНІВСЬКИЙ МАСЛОСИРЗАВОД""",Вінницька,Калинівка,Островського,68,UA05120070010068103-7,2021-12-02,2031-12-02,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-02,False
39976398,"ТОВ ""ФІЛАТЕЯ ПЛЮС""",Вінницька,Козятин,Довженка,20А,UA05120090010077573-2,2021-12-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
39794607,"ФГ ""АГРОУСПІХ В""",Вінницька,Муровані Курилівці,Жовтнева,69,UA05080070010075987-2,2021-12-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
40644730,"ТОВ ""МАГНУМ ЕНЕРДЖІ""",Вінницька,Немирів,Соборна,202А,UA05020170010087489-2,2021-12-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
36928121,"ТОВ ""ДСП ВІДРОДЖЕННЯ""",Вінницька,Дашів,Лесі Українки,1,UA05040050010044288-3,2021-12-03,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
37957620,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""БОДНЮК""",Вінницька,Гранів,Суворова,,UA05040090020096828-1,2021-12-07,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
43414574,"КОМУНАЛЬНИЙ ЗАКЛАД ТЕПЛИЦЬКОЇ СЕЛИЩНОЇ РАДИ ""ЦЕНТР КУЛЬТУРИ І ДОЗВІЛЛЯ ТЕПЛИЧЧИНИ""",Вінницька,Теплик,Незалежності,37,UA05040230010056657-2,2021-12-08,2031-12-08,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-08,False
2539766,"ДЕРЖАВНИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""ГУЩИНЕЦЬКЕ ВИЩЕ ПРОФЕСІЙНЕ УЧИЛИЩЕ""",Вінницька,Калинівка,Шевченка,114,UA05120050040026860-1,2021-12-08,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
24902345,"ДОЧІРНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ РИБОВОДНЕ ПІДПРИЄМСТВО ""УЛАНІВСЬКИЙ РИБЦЕХ"" ПРИВАТНОГО АКЦІОНЕРНОГО ТОВАРИСТВА ""СП ""ВІННИЦЯРИБГОСП""",Вінницька,Уланів,Миру,1,UA05120150010073669-1,2021-12-08,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
35737530,"ТОВ  ""ТЕПЛИК АГРО""",Вінницька,Метанівка,Центральна,"69,12",523784201-3/1,2021-12-09,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
991410,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БЕРШАДСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",Вінницька,Флорине,Комарова,149,UA05040010240050718-2,2021-12-09,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
991410,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БЕРШАДСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",Вінницька,Ободівка,Соборна,412,UA05040150010062907-2,2021-12-09,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
26234592,"КОМУНАЛЬНИЙ ЗАКЛАД ТЕПЛИЦЬКОЇ СЕЛИЩНОЇ РАДИ ""ТЕПЛИЦЬКИЙ ЗАКЛАД ДОШКІЛЬНОЇ ОСВІТИ ""СОНЕЧКО""",Вінницька,Теплик,Гоголя,3,UA05040230010056657-1,2021-12-09,2031-12-09,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-09,False
43984813,"ТОВ ""РУТА-2021""",Вінницька,Шляхова,Садова,22/5,UA05040070150072429-1,2021-12-09,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32721857," ТОВ ""АГРОКОМПЛЕКС ""ЗЕЛЕНА ДОЛИНА""",Вінницька,Томашпіль,Молодіжна,62,523955100-26/2,2021-12-09,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32721857,"ТОВ ""АГРОКОМПЛЕКС ""ЗЕЛЕНА ДОЛИНА""",Вінницька,Паланка,,,523983801-2/3,2021-12-09,2026-07-15,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2026-07-15,False
35737530,"ТОВ  ""ТЕПЛИК АГРО""",Вінницька,Веселівка,Центральна,28А,523781601-5/1,2021-12-10,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32297445,"ТОВ ""ГАЗ-РЕСУРС""",Вінницька,Немирів,Горького,4В,UA05020170010087489-3,2021-12-10,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32598051,"ТОВ ""МОНОЛІТ""",Вінницька,Котюжинці,Шкільна,10,521683803-3/1,2021-12-14,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32598051,"ТОВ ""МОНОЛІТ""",Вінницька,Калинівка,Островського,58,UA05120070180094419-1,2021-12-14,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
34381549,"ТОВ ""СВП АГРО-ІНВЕСТ""",Вінницька,Бондурівка,Набережна,15А,525081301-1/1,2021-12-15,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
42246638,"ТОВ ""ДАКСА БУНГЕ Україна""",Вінницька,Демидівське,Привокзальна,2,UA05040250220044759-1,2021-12-15,2031-12-15,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-15,False
25918992,"ОПОРНИЙ ЗАКЛАД ТЕПЛИЦЬКОЇ СЕЛИЩНОЇ РАДИ ""ТЕ6ПЛИЦЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУНЕНІВ №1""",Вінницька,Теплик,Незалежності,20,UA05040230010056657-3,2021-12-15,2031-12-15,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-15,False
13322107,"ПП """"ЕСКОН""",Вінницька,Кинашів,Желюка,22,UA05100150120081909-2,2021-12-16,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
39455399,"ФГ ""НАДБУЖАНСЬКЕ-С""",Вінницька,Ковалівка,Рубанського,91,UA05020170210049279-1,2021-12-17,2031-02-17,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-02-17,False
31380542,"ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ПОДІЛЛЯ-АГРО""",Вінницька,Пиків,Блюхера,40,UA05120050090047166-1,2021-12-17,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32721857,"ТОВ ""АГРОКОМПЛЕКС ""ЗЕЛЕНА ДОЛИНА""",Вінницька,Вила,,,523981501-2/2,2021-12-17,2026-08-30,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2026-08-30,False
32721857,"ТОВ ""АГРОКОМПЛЕКС ""ЗЕЛЕНА ДОЛИНА""",Вінницька,Томашпіль,Молодіжна,64,UA05100130010085024-1,2021-12-17,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
3103701439,ФОП ПОНОМАРЕНКО ВЛАДИСЛАВ ВЯЧЕСЛАВОВИЧ,Вінницька,Наддністрянське,,,UA05080070300059170-1,2021-12-17,2031-12-17,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-17,False
37647548,"ТОВ ""ГАРАНТІНВЕСТАГРО""",Вінницька,Іллінці,Кірова,116,521210100-44/1,2021-12-17,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
32721857,"ТОВ ""АГРОКОМПЛЕКС ""ЗЕЛЕНА ДОЛИНА"" ",Вінницька,Гнатків,,,523981601-2/2,2021-12-17,2026-06-29,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2026-06-29,False
34009446,"ТОВ ""ПРОДОВОЛЬЧА КОМПАНІЯ"" ЗОРЯ ПОДІЛЛЯ""",Вінницька,Гайсин,Заводська,150,520810100-104/1,2021-12-21,2027-01-30,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2027-01-30,False
20103222,"СЕЛЯНСЬКЕ ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""НИВА""",Вінницька,Торчин,Шевченка,30,524887003-2/1,2021-12-23,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
4330792,СОБОЛІВСЬКА СІЛЬСЬКА РАДА,Вінницька,Соболівка,40 річчя Перемоги,7,UA05040210010098703-1,2021-12-24,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
2137722454,СУБ'ЄКТ ПІДПРИЄМНИЦЬКОЇ ДІЯЛЬНОСТІ БУБЛИК ПЕТРО ОНУФРІЙОВИЧ,Вінницька,Хмільник,Богуна,87,UA05120170010081140-5,2021-12-28,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
2241023531,ФОП ТЕЛЯТНИКОВ АНАТОЛІЙ ВЕНІАМІНОВИЧ,Вінницька,"1,0 км на південий схід с. Ставка",,,UA05040070090060751-2,2021-12-28,2031-12-28,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-28,False
3338343,ТИВРІВСЬКИЙ КОМБІНАТ КОМУНАЛЬНИХ ПІДПРИЄМСТВ,Вінницька,Тиврів,Благовіщенська,59,UA05020270010097237-3,2021-12-28,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
3338343,ТИВРІВСЬКИЙ КОМБІНАТ КОМУНАЛЬНИХ ПІДПРИЄМСТВ,Вінницька,Тиврів,Жотвнева,6,UA05020270010097237-4,2021-12-28,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
37582308,"ТОВ ""БІОАЛЬТЕРНАТИВА""",Вінницька,Гайсин,Соборна,44,UA05040030010071792-6,2021-12-28,2031-12-28,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-28,False
33837262,"ТОВ ""УСТЯ""",Вінницька,Устя,Соборна,11,UA05040010230041120-1,2021-12-30,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
3019010283,ФОП БІЛІНСЬКА НАТАЛІЯ ВАСИЛІВНА,Вінницька,Юрівка,Зелена,"1Д,1В",UA05120110190070443-1,2021-12-30,2031-12-30,,,,voda-list-permits-pollutant-emissions122025.csv,dated,2031-12-30,False
34094924,"ТОВ ""НАФТОГРУППА-2005""",Вінницька,Оратів,Подільська,168,UA05020190010015141-4,2021-12-30,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
33837262,"ТОВ ""УСТЯ""",Вінницька,Устя,Перемоги,"93,129",520485403-10/1,2021-12-30,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
20119022,"ТОВ ""НАТАЛКА""",Вінницька,Ямпіль,Черняховського,11 А,525610100-16/1,2021-12-30,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
31590676,"ФГ ""СІЧ 1""",Вінницька,Лугова,Дружби,"9,9Д",UA05040010140077403-1,2021-12-30,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
3732117,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МРІЯ"" ",Вінницька,Махнівка,Київська,1,UA05120110010064789-3,2021-12-31,необмежений,,,,voda-list-permits-pollutant-emissions122025.csv,unlimited,,False
